"seller_id","seller_zip_code_prefix","seller_state","seller_city","total_sales","avg_ratings"
"080199a1-81c4-6c65-7dc5-aa235411be3b",6097,"SP","osasco","14504.20","4.6097560975609756"
"8e6d7754-bc7e-0f22-c96d-255ebda59eba",12233,"SP","sao jose dos campos","14497.27","3.0150375939849624"
"cf8ab161-6079-e279-3aa2-9d524df01bb1",4088,"SP","sao paulo","14391.0","2.0000000000000000"
"5cf13acc-ae32-22c7-0a9c-ac40818ae839",38700,"MG","patos de minas","14383.2","4.4387096774193548"
"a6bd7d1c-cdac-48c6-b33b-28596b7eb122",58280,"PB","mamanguape","14368.61","3.3333333333333333"
"66922902-710d-126a-0e7d-26b0e3805106",31842,"MG","belo horizonte","14362.3","4.4516129032258065"
"aba1721a-889e-04de-cc91-0aa13b768ef4",5729,"SP","sao paulo","14103.3","4.4565217391304348"
"f08a5b9d-d676-7129-688d-001acafc21e5",90230,"RS","porto alegre","14069.63","3.4444444444444444"
"3b152885-45f8-928d-3e65-a8f949a28291",14940,"SP","ibitinga","14061.79","3.8536585365853659"
"c6bda72e-4dbf-5c58-66b1-3cb1810c6d03",3087,"SP","sao paulo","14059.38","4.3833333333333333"
"2e90cb16-77d3-5cfe-24ee-f47d441b7c87",2285,"SP","sao paulo","13894.71","4.0364963503649635"
"a6738210-11d0-cec2-8146-ea42f5ab767f",3809,"SP","sao paulo","13863.69","3.8865248226950355"
"d94a40fd-4235-1c25-9927-028d163af842",37443,"MG","baependi","13823.8","4.1028037383177570"
"05f51e13-da97-1396-48b8-125c31e5f51b",31910,"MG","belo horizonte","13769.01","4.0952380952380952"
"440dd6ab-2443-15c6-3213-0ecfb63827b1",15502,"SP","votuporanga","13696.9","3.8510638297872340"
"b8bc237b-a378-8b23-da09-c0f1f3a3288c",88303,"SC","itajai","13685.71","4.3478260869565217"
"6039e272-94dc-7581-1c0d-8a39069f52c0",6162,"SP","osasco","13670.7","3.8421052631578947"
"1f9ab470-8f30-56ed-e071-24aad39a2554",17602,"SP","tupa","13602.73","4.0897435897435897"
"6d66611d-7c44-cc30-ce35-1abc49a68421",4378,"SP","sao paulo","13593.4","3.9137931034482759"
"240b9776-d844-d375-3566-8549a396af32",24120,"RJ","niteroi","13592.08","4.2777777777777778"
